key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyFatihahRecitationTakeaway1,The middle of Al-Fatihah teaches exclusive worship.,11,0
learningJourneyFatihahRecitationTakeaway2,Mercy and accountability shape the believer together.,11,0
learningJourneyFatihahRecitationTakeaway3,Salah repeats this covenant every day.,11,0
learningJourneyFatihahReflectionBullet1,Guidance is a daily need.,11,0
learningJourneyFatihahReflectionBullet3,"Salah ends the surah with active need, not self-sufficiency.",11,0
learningJourneyFatihahReflectionIntro,The end of Al-Fatihah turns directly into dua: guide us to the straight path and keep us away from misguidance.,11,0
learningJourneyFatihahReflectionReflection,"When you ask for guidance in Al-Fatihah, what area of life most needs it right now?",11,0
learningJourneyFatihahReflectionSection1Body,"Guidance is not asked for once. It is asked for repeatedly because the heart always needs help remaining straight, sincere, and steady.",11,0
learningJourneyFatihahReflectionSection1Title,Verse-by-verse focus,11,0
learningJourneyFatihahReflectionSection2Title,How it enters salah,11,0
learningJourneyFatihahReflectionTakeaway1,Al-Fatihah ends as a living dua.,11,0
learningJourneyFatihahReflectionTakeaway2,Repeated guidance-seeking is part of a healthy heart.,11,0
learningJourneyFatihahReflectionTakeaway3,The straight path is walked with divine help.,11,0
learningJourneyFatihahSubtitle,Begin with the surah you recite every day.,11,0
learningJourneyFatihahTitle,Understanding Al-Fatihah,11,0
learningJourneyFatihahWhyThisMatters,"Al-Fatihah is recited every day, so understanding it raises the meaning of salah immediately.",11,0
learningJourneyFeaturedBadge,Featured,11,0
learningJourneyFeedbackXpAwarded,+{xp} XP added,11,0
learningJourneyFiqhBasicsDescription,A simple journey through core practical rulings so daily Muslim life feels clearer and less intimidating.,11,0
learningJourneyFiqhBasicsOutcome1,Understand the difference between basic obligations and common mistakes.,11,0
learningJourneyFiqhBasicsOutcome2,"Gain confidence in cleanliness, prayer, fasting, and zakat basics.",11,0
learningJourneyFiqhBasicsOutcome3,Handle simple everyday questions with more calm and clarity.,11,0
learningJourneyFiqhBasicsSubtitle,Practical guidance for everyday worship and choices.,11,0
learningJourneyFiqhBasicsTitle,Fiqh Basics,11,0
learningJourneyFiqhCleanlinessIntro,"Islam gives great importance to purity, cleanliness, and preparation. This is part of honoring worship and daily dignity.",11,0
learningJourneyFiqhCleanlinessReflection,Which small habit would make your prayer preparation cleaner and calmer?,11,0
learningJourneyFiqhCleanlinessSection2Body,"Simple habits such as keeping prayer clothes clean, learning basic purification, and staying orderly before salah make worship feel steadier and less rushed.",11,0
learningJourneyFiqhCleanlinessTakeaway1,Purity matters because worship matters.,11,0
learningJourneyFiqhCleanlinessTakeaway2,Clean habits support focused prayer.,11,0
learningJourneyFiqhCleanlinessTakeaway3,Practical preparation reduces confusion before worship.,11,0
learningJourneyFiqhCompletionActionStep,Choose one worship area to review again this week and act on one lesson from it.,11,0
learningJourneyFiqhCompletionIntro,You now have a simple practical map for several important areas of Muslim life. This final stage helps you turn knowledge into steady action.,11,0
learningJourneyFiqhCompletionReflection,Which practical worship area would most improve your daily life if you strengthened it next?,11,0
learningJourneyFiqhCompletionSection1Title,What fiqh is for,11,0
learningJourneyFiqhCompletionSection2Body,"The best next step is to deepen one practical area you need right now, such as wudu, salah, or Ramadan. Focused learning is easier to apply than trying to master everything at once.",11,0
learningJourneyFiqhCompletionSection2Title,Your next step,11,0
learningJourneyFiqhCompletionTakeaway1,Practical knowledge should lead to practice.,11,0
learningJourneyFiqhCompletionTakeaway2,Focused study is more sustainable than scattered study.,11,0
learningJourneyFiqhCompletionTakeaway3,"Wudu, salah, and Ramadan are natural next areas to strengthen.",11,0
learningJourneyFiqhDailyLifeIntro,Fiqh becomes most useful when it helps you think clearly in ordinary situations instead of feeling lost or intimidated.,11,0
learningJourneyFiqhDailyLifeReflection,What ordinary worship question do you want to learn properly next?,11,0
learningJourneyFiqhDailyLifeSection1Body,Daily life questions often begin small: Is this clean enough for prayer? Do I need wudu again? Is this action safe or doubtful? Sound fiqh starts with calm basics rather than panic.,11,0
learningJourneyFiqhDailyLifeSection2Body,"A practical Muslim learns what is needed, avoids pretending to know what they do not know, and asks trustworthy scholars when a personal case becomes more complex.",11,0
learningJourneyFiqhDailyLifeTakeaway1,"Fiqh should help daily life feel clearer, not heavier.",11,0
learningJourneyFiqhDailyLifeTakeaway2,Not knowing everything is normal. Honest learning matters.,11,0
learningJourneyFiqhDailyLifeTakeaway3,Good questions are part of sincere worship.,11,0
learningJourneyFiqhFastingIntro,"Fasting is one of the major acts of worship in Islam. Its basics are simple, but knowing them clearly helps avoid uncertainty.",11,0
learningJourneyFiqhFastingReflection,How could clearer fasting knowledge help you focus more on worship than uncertainty?,11,0
learningJourneyFiqhFastingSection1Body,"Fasting in Ramadan means making the intention, avoiding what breaks the fast from dawn to sunset, and protecting the heart and limbs from harmful behavior.",11,0
learningJourneyFiqhFastingSection2Body,"If questions come up, such as travel, illness, or mistakes, the best path is to learn the foundations first and then ask qualified scholars about personal situations.",11,0
learningJourneyFiqhFastingTakeaway1,Fasting is both bodily restraint and spiritual discipline.,11,0
learningJourneyFiqhFastingTakeaway2,Basic knowledge reduces unnecessary anxiety during Ramadan.,11,0
learningJourneyFiqhFastingTakeaway3,More detailed cases should be learned with trustworthy guidance.,11,0
learningJourneyFiqhHalalReflection,What is one area of life where you need more carefulness instead of assumptions?,11,0
learningJourneyFiqhHalalSection2Body,"If you are unsure about something, a safe pattern is to slow down, avoid guessing, and seek knowledge. This protects the heart from treating religion casually.",11,0
learningJourneyFiqhHalalTakeaway1,Not every question needs a rushed answer.,11,0
learningJourneyFiqhHalalTakeaway2,Clear halal and clear haram help anchor daily life.,11,0
learningJourneyFiqhHalalTakeaway3,Caution is part of sincerity when knowledge is limited.,11,0
learningJourneyFiqhPrayerIntro,Salah has an outward structure and inward purpose. This stage gives you the basic fiqh frame without overloading you with differences of detail.,11,0
learningJourneyFiqhPrayerReflection,What part of your prayer routine would benefit most from calm review instead of pressure?,11,0
learningJourneyFiqhPrayerSection1Body,"Every Muslim should know that salah has set times, required conditions, and essential actions. Learning the basics first is better than becoming overwhelmed by advanced differences.",11,0
learningJourneyFiqhPrayerSection2Body,"If you are new or rebuilding consistency, focus on praying on time, learning the essentials correctly, and improving one step at a time with humility.",11,0
learningJourneyFiqhPrayerTakeaway1,Salah has a clear framework that can be learned step by step.,11,0
learningJourneyFiqhPrayerTakeaway2,Starting with the essentials is the soundest path for beginners.,11,0
learningJourneyFiqhPrayerTakeaway3,Consistency matters more than perfection on day one.,11,0
learningJourneyFiqhSection1Title,Practical idea,11,0
learningJourneyFiqhSection2Title,Everyday example,11,0
learningJourneyFiqhZakatIntro,"Zakat purifies wealth and helps care for people in need. Even before zakat becomes due, understanding its purpose is important.",11,0
learningJourneyFiqhZakatReflection,"How can you practice generosity now, even before detailed zakat questions apply to you?",11,0
learningJourneyFiqhZakatSection2Body,"If you do not yet own enough wealth for zakat, it is still beneficial to understand its purpose so generosity and care for others grow early in the heart.",11,0
learningJourneyFiqhZakatTakeaway1,"Zakat is worship, not just accounting.",11,0
learningJourneyFiqhZakatTakeaway3,Learning zakat early builds a healthier view of money and responsibility.,11,0
learningJourneyHadithEssentialCollectionActionStep,Open one essential hadith today and keep one sentence from it with you until evening.,11,0
learningJourneyHadithEssentialCollectionBullet1,"Choose a trusted, beginner-safe collection.",11,0
learningJourneyHadithEssentialCollectionBullet2,"Read for guidance, not for completion points.",11,0
learningJourneyHadithEssentialCollectionBullet3,Return to one hadith more than once before moving on.,11,0
learningJourneyHadithEssentialCollectionLessonIntro,"Hadith preserves the words, actions, and approvals of the Prophet ﷺ so Muslims can learn how revelation is lived.",11,0
learningJourneyHadithEssentialCollectionReflection,Which part of your daily life most needs prophetic guidance right now?,11,0
learningJourneyHadithEssentialCollectionSection1Body,"The Qur’an gives guidance and command, and hadith shows how that guidance was embodied in prayer, character, mercy, and daily choices.",11,0
learningJourneyHadithEssentialCollectionSection1Title,Why beginners need hadith,11,0
learningJourneyHadithEssentialCollectionSection2Body,"Start with a small curated collection. Read slowly, keep one lesson, and let that lesson shape action before rushing into quantity.",11,0
learningJourneyHadithEssentialCollectionSection2Title,How to start without overload,11,0
learningJourneyHadithEssentialCollectionTakeaway1,Hadith explains how prophetic guidance becomes lived practice.,11,0
learningJourneyHadithEssentialCollectionTakeaway2,A small trusted starting point is enough for real growth.,11,0
learningJourneyHadithEssentialCollectionTakeaway3,Slow review is better than collecting texts without reflection.,11,0
learningJourneyHadithEssentialsDescription,"Use a calm beginner path that explains what hadith is, how to start, and how review strengthens understanding.",11,0
learningJourneyHadithEssentialsOutcome1,Understand why hadith matters in daily Muslim life,11,0
learningJourneyHadithEssentialsOutcome2,Start with foundational collections and themes,11,0
learningJourneyHadithEssentialsOutcome3,Use review as reinforcement instead of random browsing,11,0
learningJourneyHadithEssentialsSubtitle,Start with the most foundational hadith collections and themes.,11,0
learningJourneyHadithEssentialsTitle,Hadith Essentials,11,0
learningJourneyHadithEssentialsWhyThisMatters,"Hadith grounds everyday practice, character, and understanding of prophetic guidance.",11,0
learningJourneyHadithReviewActionStep,Choose one reviewed hadith and write one action it should change today.,11,0
learningJourneyHadithReviewBullet1,Revisit weak or forgotten items first.,11,0
learningJourneyHadithReviewBullet2,Link each hadith to one practical action.,11,0
learningJourneyHadithReviewBullet3,Let review send you back into deeper journeys.,11,0
learningJourneyHadithReviewLessonIntro,Review keeps hadith from remaining inspirational for one moment and forgotten the next. It helps guidance become memory and habit.,11,0
learningJourneyHadithReviewReflection,Which hadith lesson do you need to revisit until it becomes part of your conduct?,11,0
learningJourneyHadithReviewSection1Body,"Without review, useful hadith fades quickly. A short return visit helps you notice what stuck, what blurred, and what still needs explanation.",11,0
learningJourneyHadithReviewSection1Title,What review protects,11,0
learningJourneyHadithReviewSection2Body,"Review is not only about right answers. It is about asking whether the hadith changed your choices, speech, or attention after you first read it.",11,0
learningJourneyHadithReviewSection2Title,How to review with purpose,11,0
learningJourneyHadithReviewTakeaway1,Review turns short exposure into steady knowledge.,11,0
learningJourneyHadithReviewTakeaway2,Weak spots show where more reflection is needed.,11,0
learningJourneyHadithReviewTakeaway3,"The best review ends in better character, not just recall.",11,0
learningJourneyHadithThemesBullet1,Stay with one theme long enough to notice patterns.,11,0
learningJourneyHadithThemesBullet2,Do not jump topics every few minutes.,11,0
learningJourneyHadithThemesBullet3,Pair reading with one small change in behavior.,11,0
learningJourneyHadithThemesLessonIntro,"After a small essential set, themes help you learn hadith by need: worship, character, family life, repentance, and mercy.",11,0
learningJourneyHadithThemesReflection,"Which theme would most help your life this week: worship, character, family, or repentance?",11,0
