key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyIslamCompletionReflection,Which next journey will help your faith become most lived this week?,11,0
learningJourneyIslamCompletionSection1Title,What you now have,11,0
learningJourneyIslamCompletionSection2Body,"Move into salah, Al-Fatihah, and short surahs so belief becomes something you recite, live, and return to every day.",11,0
learningJourneyIslamCompletionSection2Title,What to do next,11,0
learningJourneyIslamCompletionTakeaway1,Belief and worship now have a clear shape.,11,0
learningJourneyIslamCompletionTakeaway2,Your next journey should deepen daily practice.,11,0
learningJourneyIslamCompletionTakeaway3,A calm foundation protects long-term growth.,11,0
learningJourneyIslamFirstStepsIntro,"A strong beginning is simple, repeatable, and sincere. You do not need to carry everything at once.",11,0
learningJourneyIslamFirstStepsReflection,What would a calm first week of Muslim life look like for you?,11,0
learningJourneyIslamFirstStepsSection1Body,"Start by protecting the daily prayers as best you can, learning a small amount regularly, and keeping a few daily duas and adhkar close.",11,0
learningJourneyIslamFirstStepsSection2Body,"Good company, patience with yourself, and beautiful character matter from the beginning. Growth in Islam is not only information. It is worship with steadiness.",11,0
learningJourneyIslamFirstStepsTakeaway1,Protect the basics before adding more.,11,0
learningJourneyIslamFirstStepsTakeaway2,Consistency is more important than intensity.,11,0
learningJourneyIslamFirstStepsTakeaway3,Character is part of practicing Islam.,11,0
learningJourneyIslamFivePillarsIntro,"The five pillars give structure to Muslim life. They are not random duties. They train the heart, body, time, and wealth around worship.",11,0
learningJourneyIslamFivePillarsReflection,"Which pillar feels most immediate in your life, and what is one calm next step you can take with it?",11,0
learningJourneyIslamFivePillarsSection1Body,"The pillars are shahadah, salah, zakat, fasting Ramadan, and Hajj for those able. Together they keep belief connected to daily action, community, and obedience.",11,0
learningJourneyIslamFivePillarsSection2Body,"A beginner does not need to master every detail at once. The right first move is to understand the pillars, then begin with the ones that shape daily rhythm most directly.",11,0
learningJourneyIslamFivePillarsTakeaway1,The pillars give Islam a lived structure.,11,0
learningJourneyIslamFivePillarsTakeaway2,Salah becomes the daily anchor first.,11,0
learningJourneyIslamFivePillarsTakeaway3,Learning can happen step by step.,11,0
learningJourneyIslamFoundationsOutcome1,"Understand Islam as surrender, worship, and mercy.",11,0
learningJourneyIslamFoundationsOutcome2,See the five pillars as a lived structure rather than a list.,11,0
learningJourneyIslamFoundationsOutcome3,Leave with a calm first plan for daily Muslim life.,11,0
learningJourneyIslamFoundationsSubtitle,"A calm first path through Islam, belief, and the pillars.",11,0
learningJourneyIslamFoundationsTitle,What Is Islam?,11,0
learningJourneyIslamFoundationsWhyThisMatters,Beginners need one clear first path before they are exposed to the rest of the learning library.,11,0
learningJourneyIslamSection1Title,Understand the foundation,11,0
learningJourneyIslamSection2Title,Put it into life,11,0
learningJourneyIslamWhatIsIslamSection2Body,"This means Islam shapes daily life. Salah, good character, remembrance, and learning are not separate from faith. They are how faith becomes lived.",11,0
learningJourneyIslamWhatIsIslamTakeaway2,Ibadah and daily life belong together.,11,0
learningJourneyIslamWhatIsIslamTakeaway3,A steady path matters more than rushing.,11,0
learningJourneyIslandCoreKnowledgeAyahReference,Al-Baqarah 2:255,11,0
learningJourneyIslandWhyBrowseAll,"Some users still need a clear full-library view, so Browse All should exist as an explicit island instead of a secondary buried action.",11,0
learningJourneyIslandWhyKidsLearning,"Kids learning needs its own home so child-focused journeys, stories, and habits can grow without being scattered across the wider learning system.",11,0
learningJourneyIslandWhyLegacyLearning,"Legacy learning still contains real material, but it should be boxed into its own island so the newer journey system can stay clear and intentional.",11,0
learningJourneyIslandWhyToolsOther,"Support tools like Baby Names still belong in the learning ecosystem, but they should live in a clear utility island instead of cluttering the main journey islands.",11,0
learningJourneyLessonSectionRewardsSubtitle,Complete this lesson to earn {xp} XP and {drops} drop.,11,0
learningJourneyLessonSectionRewardsTitle,Rewards,11,0
learningJourneyProphetsJourneyDescription,"A guided journey through the prophets with reflection, timeline context, and key lessons.",11,0
learningJourneyProphetsJourneySubtitle,"Travel through the stories, lessons, and patterns of the prophets.",11,0
learningJourneyProphetsJourneyTitle,Prophets Journey,11,0
learningJourneyQuranBookmarksSupportSubtitle,Return to places you want to revisit after reading.,11,0
learningJourneyQuranJourneyDescription,"Start with the Qur’an as a living source of guidance through reading, structure, themes, and practical next steps.",11,0
learningJourneyQuranJourneyOutcome1,Understand how to approach the Qur’an as guidance,11,0
learningJourneyQuranJourneyOutcome2,Build a first reading rhythm from clear entry points,11,0
learningJourneyQuranJourneyOutcome3,"Use themes, notes, and tools as support rather than distraction",11,0
learningJourneyQuranJourneySubtitle,"Open the Book, navigate it, and build a first relationship.",11,0
learningJourneyQuranJourneyTitle,Journey of the Qur’an,11,0
learningJourneyQuranJourneyWhyThisMatters,A stable relationship with the Qur’an gives the rest of the learning journey its center.,11,0
learningJourneyQuranNextStepsActionStep,Choose one Qur’an journey to continue this week and one day you will return to the reader again.,11,0
learningJourneyQuranNextStepsBullet1,Choose one next Qur’an journey.,11,0
learningJourneyQuranNextStepsBullet2,Keep one reading anchor in your week.,11,0
learningJourneyQuranNextStepsBullet3,Use notes or bookmarks only where they help continuity.,11,0
learningJourneyQuranNextStepsIntro,The best end to a Qur’an introduction is a practical next step. Choose one path that keeps the relationship alive after the first lessons.,11,0
learningJourneyQuranNextStepsReflection,"Which next Qur’an path feels most alive for you now: Al-Fatihah, short surahs, or familiar recitation meanings?",11,0
learningJourneyQuranNextStepsSection1Body,"You now have a calmer frame for reading, structure, and themes. The next step is choosing how to deepen that relationship without clutter.",11,0
learningJourneyQuranNextStepsSection1Title,What you have built,11,0
learningJourneyQuranNextStepsSection2Body,"You might go deeper into Al-Fatihah, short surahs, or familiar recitation meaning. The key is to keep one clear path instead of opening everything at once.",11,0
learningJourneyQuranNextStepsSection2Title,Choose one next direction,11,0
learningJourneyQuranNextStepsTakeaway1,Clarity protects the relationship from clutter.,11,0
learningJourneyQuranNextStepsTakeaway2,"The next step should deepen the same relationship, not replace it.",11,0
learningJourneyQuranNextStepsTakeaway3,Simple ongoing return is the real goal.,11,0
learningJourneyQuranNotesSupportSubtitle,Keep brief reflections tied to verses and passages.,11,0
learningJourneyQuranOpenBullet1,"Start with consistency, not volume.",11,0
