key,english_source,same_as_english_locale_count,missing_locale_count
learnHubJourneysSectionSubtitle,"Keep guided learning close, continue your place, or switch to a different path without losing direction.",9,0
learnHubJourneysSectionTitle,Journeys,9,0
learnHubKidsPracticeSubtitle,Open kid-friendly practice sessions and repetition flows.,9,0
learnHubKidsPracticeTitle,Kids Practice,9,0
learnHubKidsRewardsSubtitle,"Review progress, rewards, and motivation surfaces for child learning.",9,0
learnHubKidsRewardsTitle,Kids Rewards,9,0
learnHubKnowledgeSectionSubtitle,"Open a lesson, story, note, or tool from this category.",9,0
learnHubKnowledgeSectionTitle,Knowledge,9,0
learnHubLandingSubtitleV3,"Continue your journeys, search quickly, and explore every learning path through clearer category ownership.",9,0
learnHubOpenDailyLearningAction,Open Daily Learning,9,0
learnHubSearchEmptySubtitle,"Try a broader term, another category, or remove some filters.",9,0
learnHubSearchEmptyTitle,No results found,9,0
learnHubSearchSectionSubtitle,"Search lessons, stories, quizzes, notes, tools, and FAQs from one calm entry point.",9,0
learnHubSearchSectionTitle,Search Learning,9,0
learnHubSubcategoriesSectionSubtitle,Open one area inside this category to narrow what you want to explore next.,9,0
learnHubSubcategoriesSectionTitle,Subcategories,9,0
learnHubSubcategoryChallengesSubtitle,Challenge-style review flows to help reinforce what you have learned.,9,0
learnHubSubcategoryChallengesTitle,Challenges,9,0
learnHubSubcategoryCharacterAdabSubtitle,"Readiness for character refinement, mercy, sincerity, and everyday manners.",9,0
learnHubSubcategoryCharacterAdabTitle,Character & Adab,9,0
learnHubSubcategoryCoreKnowledgeSubtitle,Structured foundations and first-principles journeys for steady learning.,9,0
learnHubSubcategoryCoreKnowledgeTitle,Core Knowledge,9,0
learnHubSubcategoryDiscoverySubtitle,Discovery-led paths and story-first learning for reflection and curiosity.,9,0
learnHubSubcategoryDivineLifeLessonsSubtitle,"Apply Qur’anic wisdom to family, character, hardship, work, and everyday life.",9,0
learnHubSubcategoryDuaSubtitle,Open the dua collection without leaving worship-focused learning.,9,0
learnHubSubcategoryExploreAllSubtitle,"Open the full learning library with search, the category wheel, and filters.",9,0
learnHubSubcategoryFaqSubtitle,Open the FAQ learning space and search common questions directly.,9,0
learnHubSubcategoryGuidanceHubSubtitle,Browse practical Islamic guidance without crowding the rest of Learning.,9,0
learnHubSubcategoryHadithSubtitle,"Study narrations, collections, themes, and daily Hadith learning together.",9,0
learnHubSubcategoryIslamicTriviaSubtitle,"Challenge-first review, knowledge paths, and reflective trivia sessions.",9,0
learnHubSubcategoryJourneyToolsSubtitle,"Open journey management, browsing, and guided path switching.",9,0
learnHubSubcategoryJourneyToolsTitle,Journey Tools,9,0
learnHubSubcategoryKidsLearningSubtitle,"Open the main kid-friendly learning hub for duas, stories, and practice.",9,0
learnHubSubcategoryKidsLearningTitle,Kids Learning,9,0
learnHubSubcategoryKidsSalahSubtitle,Daily routine and salah-adjacent learning for children stays grouped here.,9,0
learnHubSubcategoryKidsSalahTitle,Kid Salah Learning,9,0
learnHubSubcategoryKidsStoriesSubtitle,Open story browsing and player routes designed for younger learners.,9,0
learnHubSubcategoryKidsStoriesTitle,Kid-Friendly Stories,9,0
learnHubSubcategoryKnowledgeConstellationSubtitle,"Trace how verses, hadith, prophets, and themes connect across the app.",9,0
learnHubSubcategoryNotesSubtitle,Open your learning notes and revisit saved reflections cleanly.,9,0
learnHubSubcategoryPracticeWorshipSubtitle,"Guided journeys for ibadah routines, wudu, duas, and practical repetition.",9,0
learnHubSubcategoryProphetsSubtitle,"Open the Prophets hub with stories, quizzes, and guided pathways.",9,0
learnHubSubcategoryQuizzesSubtitle,"Open the quiz hub and practice by topic, path, or review mode.",9,0
learnHubSubcategoryQuranLearningSubtitle,"Open recitation, understanding, themes, and Qur’anic study tools.",9,0
learnHubSubcategorySalahTrainerSubtitle,"Review prayers, surahs, guided prayer, and wudu training from one hub.",9,0
learnHubSubcategorySearchToolsSubtitle,Use the shared Explore page when you want search-first discovery.,9,0
learnHubSubcategorySearchToolsTitle,Search Utilities,9,0
learnHubSubcategoryUnderstandingIslamSubtitle,"Identity, worldview, and larger understanding journeys stay grouped here.",9,0
learnHubSubcategoryUnderstandingIslamTitle,Understanding Islam,9,0
learnHubSubcategoryWorldCreationSubtitle,"Creation signs, world learning, and reflection on the world through revelation.",9,0
learnHubSubcategoryWorshipLearningSubtitle,"Learn salah, wudu, salah structure, and practical ibadah guidance.",9,0
learnHubSuggestedSectionSubtitle,"A few featured places to continue reflecting, revising, or exploring next.",9,0
learnHubSuggestedSectionTitle,Suggested Learning,9,0
learnHubWheelCenterLabel,All Knowledge,9,0
learningJourneyBrowseAllSubtitle,"Browse the journey architecture first, then reach for related tools, collections, and the original learning library where needed.",9,0
learningJourneyBrowseAllTitle,Browse All,9,0
learningJourneyBrowseBabyNamesSubtitle,"Browse names, meanings, favorites, and comparison tools from the current system.",9,0
learningJourneyBrowseBabyNamesTitle,Baby Names,9,0
learningJourneyBrowseIslandsSubtitle,The five islands remain the primary browse model. Everything else here is secondary exploration.,9,0
learningJourneyBrowseIslandsTitle,Journey Islands,9,0
learningJourneyBrowseKnowledgeConstellationSubtitle,Explore existing cross-domain relationships and learning links.,9,0
learningJourneyBrowseKnowledgeConstellationTitle,Knowledge Constellation,9,0
learningJourneyBrowseLegacySubtitle,Explore the original learning library while the new journey architecture continues to mature.,9,0
learningJourneyBrowseNotesSubtitle,Open the existing Learn notes landing page.,9,0
learningJourneyBrowseNotesTitle,Notes,9,0
learningJourneyBrowseQuranBookmarksSubtitle,Return to saved Qur’an locations and reading marks.,9,0
learningJourneyBrowseQuranBookmarksTitle,Qur’an Bookmarks,9,0
learningJourneyBrowseQuranNotesSubtitle,Review saved verse notes and highlights.,9,0
learningJourneyBrowseQuranNotesTitle,Qur’an Notes,9,0
learningJourneyBrowseQuranStudySubtitle,"Open the study-focused layer for understanding, reflection, and memorization support.",9,0
learningJourneyBrowseQuranStudyTitle,Qur’an Study,9,0
learningJourneyBrowseQuranSubtitle,"Open the primary Qur’an home for journeys, modes, and related tools.",9,0
learningJourneyBrowseQuranTitle,Qur’an,9,0
learningJourneyBrowseQuranUniverseSubtitle,"Explore connected themes, concepts, and verse-linked relationships.",9,0
learningJourneyBrowseQuranUniverseTitle,Qur’an Universe,9,0
learningJourneyBrowseToolsSubtitle,Secondary tools and utility surfaces live here without replacing the journey-first structure.,9,0
learningJourneyBrowseToolsTitle,Tools & Collections,9,0
learningJourneyCardActionStart,Start,9,0
learningJourneyCardProgressLabel,{complete} of {total} complete,9,0
learningJourneyCardStageCount,"{count,plural,one{{count} stage} other{{count} stages}}",9,0
learningJourneyDetailActionStart,Start Journey,9,0
learningJourneyDetailCurrentMappingTitle,Current mapping,9,0
learningJourneyDetailMissingBody,Return to the island page and choose another journey.,9,0
learningJourneyDetailMissingSubtitle,This learning journey could not be located.,9,0
learningJourneyDetailMissingTitle,Journey not found,9,0
learningJourneyDetailRelatedToolsSubtitle,"These stay secondary to the stages, but they are useful when you want to branch out.",9,0
learningJourneyDetailRelatedToolsTitle,Related Tools,9,0
learningJourneyDetailStagesSubtitle,Move one stage at a time. Current and completed stages are highlighted gently.,9,0
learningJourneyDetailStagesTitle,Stages,9,0
learningJourneyDhikrAfterSalahBullet1,Choose one prayer if all five feel too much at first.,9,0
learningJourneyDhikrAfterSalahBullet2,Understand the praise and glorification you are saying.,9,0
learningJourneyDhikrAfterSalahBullet3,Let the dhikr extend the calm of salah.,9,0
learningJourneyDhikrAfterSalahIntro,"After each prayer, a simple set of adhkar helps protect the prayer and extend its effect into the rest of the day.",9,0
learningJourneyDhikrAfterSalahInvocationContext,A simple dhikr set read after salah.,9,0
learningJourneyDhikrAfterSalahInvocationTitle,Post-prayer glorification,9,0
learningJourneyDhikrAfterSalahReflection,Which prayer is the easiest place for you to begin a stable after-salah dhikr habit?,9,0
learningJourneyDhikrAfterSalahSection1Body,"Because salah already gathers the heart, the moments after salam are one of the easiest places to build a stable dhikr habit.",9,0
learningJourneyDhikrAfterSalahSection1Title,Why post-prayer dhikr matters,9,0
learningJourneyDhikrAfterSalahSection2Body,Start after one prayer each day if needed. Keep the rhythm calm and attentive instead of turning it into a rushed formula.,9,0
learningJourneyDhikrAfterSalahSection2Title,How to keep it steady,9,0
learningJourneyDhikrAfterSalahTakeaway1,Post-salah dhikr is one of the easiest daily anchors for remembrance.,9,0
learningJourneyDhikrAfterSalahTakeaway2,Short formulas can carry deep meaning when done with attention.,9,0
