key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyTriviaPathsSection1Body,A themed path keeps questions connected. That makes it easier to remember what you learned and to continue into a deeper journey later.,11,0
learningJourneyTriviaPathsSection1Title,Why paths matter,11,0
learningJourneyTriviaPathsSection2Body,Choose a path that matches something you are already studying or something you genuinely want to understand better.,11,0
learningJourneyTriviaPathsSection2Title,How to choose well,11,0
learningJourneyTriviaPathsSubtitle,Guided trivia paths that still teach in sequence.,11,0
learningJourneyTriviaPathsTakeaway1,Trivia is stronger when it has a clear theme.,11,0
learningJourneyTriviaPathsTakeaway2,Connected questions are easier to retain.,11,0
learningJourneyTriviaPathsTakeaway3,A good path should point beyond the quiz itself.,11,0
learningJourneyTriviaPathsTitle,Trivia Knowledge Paths,11,0
learningJourneyTriviaPathsWhyThisMatters,Trivia can become a low-friction entry point into structured knowledge when it is staged well.,11,0
learningJourneyTriviaReviewBullet1,"Use review to spot patterns, not only isolated misses.",11,0
learningJourneyTriviaReviewBullet2,Choose one topic to revisit after the quiz.,11,0
learningJourneyTriviaReviewBullet3,Let reinforcement lead back into the journey system.,11,0
learningJourneyTriviaReviewLessonIntro,Review is where trivia becomes reinforcement. It helps weak questions turn into clearer understanding.,11,0
learningJourneyTriviaReviewReflection,Which wrong answer category keeps showing you the same gap in knowledge?,11,0
learningJourneyTriviaReviewSection1Body,Review reveals patterns in what you forget. That makes it easier to decide whether you need more repetition or a deeper lesson.,11,0
learningJourneyTriviaReviewSection1Title,What review shows you,11,0
learningJourneyTriviaReviewSection2Body,"After review, choose one related journey or tool so the quiz points back into meaningful study instead of becoming isolated.",11,0
learningJourneyTriviaReviewSection2Title,Where to go next,11,0
learningJourneyTriviaReviewTakeaway1,Review turns quizzes into guidance.,11,0
learningJourneyTriviaReviewTakeaway2,Weak answers can point to your next best lesson.,11,0
learningJourneyTriviaReviewTakeaway3,Reinforcement works best when it reconnects to deeper content.,11,0
learningJourneyTriviaSessionBullet1,"Treat mistakes as direction, not embarrassment.",11,0
learningJourneyTriviaSessionBullet2,Pause after wrong answers long enough to notice the lesson.,11,0
learningJourneyTriviaSessionBullet3,Return to related journeys after the session.,11,0
learningJourneyTriviaSessionLessonIntro,"A short trivia session can reinforce knowledge well if you use it as learning, not only as scoring.",11,0
learningJourneyTriviaSessionReflection,"Do you usually rush to answer, or do you slow down enough to learn from the question?",11,0
learningJourneyTriviaSessionSection1Body,"Slow down before guessing. Let each question teach you something, especially when you miss it.",11,0
learningJourneyTriviaSessionSection1Title,How to answer well,11,0
learningJourneyTriviaSessionSection2Body,A missed answer is a clue. It shows you which topic needs another pass through a real lesson or journey.,11,0
learningJourneyTriviaSessionSection2Title,How to learn from mistakes,11,0
learningJourneyTriviaSessionTakeaway1,Questions can reinforce memory and reveal gaps.,11,0
learningJourneyTriviaSessionTakeaway2,Learning matters more than scoring.,11,0
learningJourneyTriviaSessionTakeaway3,A short session can still teach deeply when used well.,11,0
learningJourneyWuduBreaksBullet1,Focus on clear common cases first.,11,0
learningJourneyWuduBreaksBullet2,Do not keep reopening doubtful situations without reason.,11,0
learningJourneyWuduBreaksBullet3,Ask for clarity when a real confusion remains.,11,0
learningJourneyWuduBreaksLessonIntro,Knowing what breaks wudu protects you from both carelessness and unnecessary anxiety.,11,0
learningJourneyWuduBreaksReflection,Do you tend to struggle more with not knowing the rule or with overthinking it?,11,0
learningJourneyWuduBreaksSection1Body,Start with the most common situations that clearly break wudu. Beginners do not need to begin with rare edge cases.,11,0
learningJourneyWuduBreaksSection1Title,Learn the common cases first,11,0
learningJourneyWuduBreaksSection2Body,Islam is not asking you to live in suspicion. Learn the clear cases and do not let whispering turn worship into constant uncertainty.,11,0
learningJourneyWuduBreaksSection2Title,Avoid anxious overchecking,11,0
learningJourneyWuduBreaksTakeaway1,Clarity protects worship from anxiety.,11,0
learningJourneyWuduBreaksTakeaway2,Beginners should learn the clear cases first.,11,0
learningJourneyWuduBreaksTakeaway3,Not every doubt deserves equal attention.,11,0
learningJourneyWuduCompletionActionStep,"Before your next prayer, complete wudu slowly and notice how that changes your entry into salah.",11,0
learningJourneyWuduCompletionBullet1,Keep one calm full wudu routine alive.,11,0
learningJourneyWuduCompletionBullet2,Use what you learned before each prayer.,11,0
learningJourneyWuduCompletionBullet3,Let wudu support calmer entry into salah and dhikr.,11,0
learningJourneyWuduCompletionLessonIntro,"You have moved from understanding wudu to practice, clarity, and self-check. Now connect that confidence to calmer worship.",11,0
learningJourneyWuduCompletionReflection,How would your prayer life change if wudu felt calm and familiar every day?,11,0
learningJourneyWuduCompletionSection1Body,"You now know why wudu matters, how to practice it, what breaks it, and how to correct common mistakes without panic.",11,0
learningJourneyWuduCompletionSection1Title,What this journey built,11,0
learningJourneyWuduCompletionSection2Body,"Let confident wudu reduce friction before salah. Treat it as the doorway to prayer, dhikr, and steadier worship instead of a repeated source of stress.",11,0
learningJourneyWuduCompletionSection2Title,What to do next,11,0
learningJourneyWuduCompletionTakeaway1,Clarity in wudu supports clarity in worship.,11,0
learningJourneyWuduCompletionTakeaway2,Confidence grows through repetition and calm correction.,11,0
learningJourneyWuduCompletionTakeaway3,"The goal is worship readiness, not anxious perfection.",11,0
learningJourneyWuduJourneyDescription,"Move from understanding wudu to practicing it, checking what breaks it, and avoiding common mistakes.",11,0
learningJourneyWuduJourneyOutcome1,Understand why wudu matters before prayer,11,0
learningJourneyWuduJourneyOutcome2,Practice the sequence with confidence,11,0
learningJourneyWuduJourneyOutcome3,Recognize what breaks wudu and how to self-check calmly,11,0
learningJourneyWuduJourneySubtitle,"Learn the sequence, sunnah elements, and practice flow of wudu.",11,0
learningJourneyWuduJourneyTitle,Journey of Wudu,11,0
learningJourneyWuduJourneyWhyThisMatters,"Wudu is the daily gate into salah, so clarity here removes friction from worship.",11,0
learningJourneyWuduMistakesActionStep,Practice one full calm pass of wudu today and note only one step that still needs attention.,11,0
learningJourneyWuduMistakesBullet1,Slow down before restarting everything.,11,0
learningJourneyWuduMistakesBullet2,Review the sequence after mistakes instead of only feeling frustrated.,11,0
learningJourneyWuduMistakesBullet3,Use practice to remove one weak point at a time.,11,0
learningJourneyWuduMistakesLessonIntro,Confidence in wudu grows when you notice a few common mistakes and learn how to correct them without harshness.,11,0
learningJourneyWuduMistakesReflection,Which one weak point in wudu would be most useful to fix this week?,11,0
learningJourneyWuduMistakesSection1Body,"People often rush the order, skip attention, or let uncertainty keep them repeating more than needed. Calm correction is better than constant restarting.",11,0
learningJourneyWuduMistakesSection1Title,Common mistakes,11,0
learningJourneyWuduMistakesSection2Body,"Ask yourself whether you know the sequence, can complete it without panic, and know when to repeat a step and when to move on.",11,0
learningJourneyWuduMistakesSection2Title,A simple self-check,11,0
learningJourneyWuduMistakesTakeaway1,Mistakes are corrected through calm review.,11,0
learningJourneyWuduMistakesTakeaway2,"Confidence comes from clarity, not from repeating endlessly.",11,0
learningJourneyWuduMistakesTakeaway3,"Self-check should support worship, not burden it.",11,0
learningJourneyWuduPracticeBullet1,Practice one clear pass at a time.,11,0
learningJourneyWuduPracticeBullet2,Repeat the order until it feels natural.,11,0
learningJourneyWuduPracticeBullet3,Use guided support when confusion returns.,11,0
learningJourneyWuduPracticeLessonIntro,The wudu sequence becomes stable when you practice it step by step instead of trying to hold everything in your head at once.,11,0
learningJourneyWuduPracticeReflection,Which step in the sequence do you still mentally check twice?,11,0
learningJourneyWuduPracticeSection1Body,Move through the acts in order and let repetition make the pattern familiar. Calm practice is more useful than anxious speed.,11,0
learningJourneyWuduPracticeSection1Title,Learn the order gently,11,0
learningJourneyWuduPracticeSection2Body,"A trainer helps when you need visual repetition or a guided pass through the steps. It is there to support memory, not replace attention.",11,0
learningJourneyWuduPracticeSection2Title,Use the trainer well,11,0
learningJourneyWuduPracticeTakeaway1,Order becomes easier through repetition.,11,0
learningJourneyWuduPracticeTakeaway2,Guided practice lowers uncertainty.,11,0
learningJourneyWuduPracticeTakeaway3,You do not need to rush to build confidence.,11,0
learningJourneyWuduWhyBullet1,"Wudu prepares you for prayer, not only cleanliness.",11,0
learningJourneyWuduWhyBullet2,Regular repetition makes the sequence easier.,11,0
learningJourneyWuduWhyBullet3,Clarity in wudu reduces stress before salah.,11,0
learningJourneyWuduWhyReflection,What part of wudu still feels uncertain enough to slow you down before prayer?,11,0
learningJourneyWuduWhySection1Body,"Wudu is physical preparation, but it also slows the body down and signals that prayer is approaching. It helps you enter worship with intention.",11,0
learningJourneyWuduWhySection1Title,More than washing,11,0
learningJourneyWuduWhySection2Body,"Think of wudu as a regular doorway into salah. When the doorway becomes familiar, worship feels less heavy.",11,0
learningJourneyWuduWhySection2Title,A calm beginner frame,11,0
learningJourneyWuduWhyTakeaway1,Wudu is preparation with purpose.,11,0
learningJourneyWuduWhyTakeaway2,A familiar doorway makes prayer easier to enter.,11,0
learningJourneyWuduWhyTakeaway3,Small confidence in wudu removes worship friction.,11,0
learningPathAdaptiveDepth,"You are moving well, so a little extra depth is being surfaced.",11,0
learningPathAdaptiveEaseLoad,Keeping the load light so the next step stays manageable.,11,0
learningPathAdaptiveSteady,Your path is staying steady and focused on the next step.,11,0
learningPathAdvancedDescription,"A quieter route focused on refinement, reflection, and action.",11,0
learningPathAdvancedTitle,Advanced Path,11,0
learningPathAlsoExploringSubtitle,"These journeys sit outside your primary path, but your progress there is still remembered.",11,0
learningPathAlsoExploringTitle,Also Exploring,11,0
learningPathBeginnerDescription,"A calm first route through Islam, worship, and identity.",11,0
learningPathBeginnerTitle,Beginner Path,11,0
learningPathChangeAction,Change,11,0
learningPathCompletedSubtitle,You finished what is currently available here. Next suggested level: {pathTitle},11,0
learningPathCompletedTitle,Current path completed,11,0
learningPathFallbackSubtitle,"Your main recommendation pool is currently light, so a reinforcement journey is being surfaced instead.",11,0
learningPathFallbackTitle,Explore a review path,11,0
learningPathHomeContinueAction,Continue Path,11,0
learningPathHomeNextSubtitle,These journeys are next in your current path.,11,0
learningPathHomeNextSubtitleDepth,"You are moving steadily, so these recommendations add a little more depth without changing your path.",11,0
learningPathHomeNextSubtitleEase,Keep the next step light. These journeys reinforce what you already started.,11,0
