key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyRamadanLaylatBullet2,Use dua and repentance often.,11,0
learningJourneyRamadanLaylatBullet3,Seek sincerity more than spectacle.,11,0
learningJourneyRamadanLaylatLessonIntro,"Laylat al-Qadr is better than a thousand months. The believer seeks it in the last nights with worship, dua, and sincerity.",11,0
learningJourneyRamadanLaylatSection1Body,The last ten nights carry special weight because Laylat al-Qadr is hidden within them. That hiddenness encourages steady effort rather than one-night intensity.,11,0
learningJourneyRamadanLaylatSection1Title,Why the last nights matter,11,0
learningJourneyRamadanLaylatSection2Title,How to seek it,11,0
learningJourneyRamadanLaylatTakeaway1,Laylat al-Qadr invites sustained effort.,11,0
learningJourneyRamadanLaylatTakeaway2,The hidden night encourages sincerity and consistency.,11,0
learningJourneyRamadanLaylatTakeaway3,Simple worship done sincerely can carry immense weight.,11,0
learningJourneyRamadanMistakesActionStep,Choose one distraction to reduce this Ramadan so worship has more room to breathe.,11,0
learningJourneyRamadanMistakesBullet1,Do not let food planning consume the month.,11,0
learningJourneyRamadanMistakesBullet2,Protect prayer and sleep enough to keep worship steady.,11,0
learningJourneyRamadanMistakesBullet3,Treat manners and speech as part of fasting.,11,0
learningJourneyRamadanMistakesLessonIntro,"Some Ramadan mistakes do not come from bad intention. They come from hurry, excess, burnout, or losing sight of the month’s purpose.",11,0
learningJourneyRamadanMistakesReflection,Which one Ramadan habit tends to pull you away from the real purpose of the month?,11,0
learningJourneyRamadanMistakesSection1Body,"A person may focus on food more than worship, stay up in ways that damage prayer, waste time heavily, or become harsh and impatient while fasting.",11,0
learningJourneyRamadanMistakesSection1Title,Common traps,11,0
learningJourneyRamadanMistakesSection2Body,"Keep the month simple enough that worship remains central. Reduce one distraction, one excess habit, and one pattern of heedlessness.",11,0
learningJourneyRamadanMistakesSection2Title,How to protect the month,11,0
learningJourneyRamadanMistakesTakeaway1,Ramadan is weakened by distraction and excess.,11,0
learningJourneyRamadanMistakesTakeaway2,Good fasting includes guarding speech and conduct.,11,0
learningJourneyRamadanMistakesTakeaway3,Simplicity often protects the month better than busyness.,11,0
learningJourneyRamadanSpiritualGoalsBullet1,"Choose a few goals, not too many.",11,0
learningJourneyRamadanSpiritualGoalsBullet2,Tie goals to real daily moments.,11,0
learningJourneyRamadanSpiritualGoalsBullet3,Review them gently through the month.,11,0
learningJourneyRamadanSpiritualGoalsLessonIntro,Ramadan changes people most when they enter it with a few clear spiritual goals instead of a vague wish to do better.,11,0
learningJourneyRamadanSpiritualGoalsReflection,Which one spiritual habit would most change your Ramadan if you protected it daily?,11,0
learningJourneyRamadanSpiritualGoalsSection1Body,"Good goals are small enough to repeat: more Qur’an, more dhikr, more guarded speech, more dua, or stronger salah.",11,0
learningJourneyRamadanSpiritualGoalsSection1Title,Choose a few goals only,11,0
learningJourneyRamadanSpiritualGoalsSection2Title,Keep goals linked to worship,11,0
learningJourneyRamadanSpiritualGoalsTakeaway1,Clarity helps Ramadan feel purposeful.,11,0
learningJourneyRamadanSpiritualGoalsTakeaway2,Small repeated goals are stronger than grand vague plans.,11,0
learningJourneyRamadanSuhoorIftarBullet1,"Treat suhoor as preparation, not only fuel.",11,0
learningJourneyRamadanSuhoorIftarBullet2,Break the fast with gratitude and dua.,11,0
learningJourneyRamadanSuhoorIftarBullet3,Keep the evening balanced enough for worship.,11,0
learningJourneyRamadanSuhoorIftarLessonIntro,"A healthy Ramadan rhythm begins before dawn and ends after sunset, but the whole day is shaped by what happens between those points.",11,0
learningJourneyRamadanSuhoorIftarReflection,Which part of your Ramadan day most needs a calmer structure?,11,0
learningJourneyRamadanSuhoorIftarSection1Body,"Suhoor gives strength and barakah. Beginning the day with intention, prayer, and remembrance helps the fast start with steadiness.",11,0
learningJourneyRamadanSuhoorIftarSection1Title,Suhoor and beginning the day,11,0
learningJourneyRamadanSuhoorIftarSection2Body,"Iftar is a moment of gratitude, dua, and relief. Keep it balanced enough that the evening still has room for prayer, Qur’an, and rest.",11,0
learningJourneyRamadanSuhoorIftarSection2Title,Iftar and ending the day,11,0
learningJourneyRamadanSuhoorIftarTakeaway1,The daily rhythm shapes the whole Ramadan experience.,11,0
learningJourneyRamadanSuhoorIftarTakeaway2,"Suhoor and iftar are spiritual moments, not only meals.",11,0
learningJourneyRamadanSuhoorIftarTakeaway3,A balanced evening protects worship energy.,11,0
learningJourneyRamadanWhatIsBullet1,Ramadan is a month of mercy and discipline.,11,0
learningJourneyRamadanWhatIsBullet2,It is linked deeply to the Qur’an.,11,0
learningJourneyRamadanWhatIsBullet3,You enter it best with intention and humility.,11,0
learningJourneyRamadanWhatIsLessonIntro,Ramadan is the month in which the Qur’an was revealed and the month in which fasting was made obligatory for believers.,11,0
learningJourneyRamadanWhatIsReflection,What do you most want Ramadan to change in you this year?,11,0
learningJourneyRamadanWhatIsSection1Body,"Ramadan is a month of fasting, Qur’an, dua, charity, patience, and mercy. It is not only about hunger. It is a season of worship and return.",11,0
learningJourneyRamadanWhatIsSection1Title,What makes Ramadan special,11,0
learningJourneyRamadanWhatIsSection2Body,"Begin Ramadan with reverence and hope. Let the month feel different because your intention, schedule, and attention become more worship-centered.",11,0
learningJourneyRamadanWhatIsSection2Title,How to enter the month,11,0
learningJourneyRamadanWhatIsTakeaway1,Ramadan is a worship month before it is a food schedule.,11,0
learningJourneyRamadanWhatIsTakeaway3,Intention changes how you live the month.,11,0
learningJourneyRamadanWhyFastBullet1,Fasting trains self-restraint.,11,0
learningJourneyRamadanWhyFastBullet2,It grows gratitude for ordinary blessings.,11,0
learningJourneyRamadanWhyFastBullet3,It teaches worship in private and public.,11,0
learningJourneyRamadanWhyFastReflection,"When fasting feels difficult, which purpose of fasting most helps you remain sincere?",11,0
learningJourneyRamadanWhyFastSection1Title,The purpose of fasting,11,0
learningJourneyRamadanWhyFastSection2Body,"When you remember why you are fasting, hunger and tiredness feel connected to worship rather than only discomfort.",11,0
learningJourneyRamadanWhyFastSection2Title,How purpose changes the day,11,0
learningJourneyRamadanWhyFastTakeaway1,Fasting is a path to taqwa.,11,0
learningJourneyRamadanWhyFastTakeaway2,"Its purpose is spiritual, not only physical.",11,0
learningJourneyRamadanWhyFastTakeaway3,Remembered purpose makes hardship lighter.,11,0
learningJourneyReadingBasicsDescription,"Bridge the alphabet into harakat, joined letters, and calm reading checkpoints before wider recitation.",11,0
learningJourneyReadingBasicsOutcome1,Recognize the core reading marks and how they change sound,11,0
learningJourneyReadingBasicsOutcome2,Move from individual letters into joined reading,11,0
learningJourneyReadingBasicsOutcome3,Use review loops before advancing into wider recitation,11,0
learningJourneyReadingBasicsSubtitle,Move from letters toward recitation and reading flow.,11,0
learningJourneyReadingBasicsTitle,Reading Basics,11,0
learningJourneyReadingBasicsWhyThisMatters,Users often need a middle layer between alphabet exposure and full recitation.,11,0
learningJourneyReadingCheckpointActionStep,Choose one reading mark that still feels weak and give it one more calm practice loop before moving on.,11,0
learningJourneyReadingCompletionActionStep,Open Understand What You Recite next and take one reading mark you want to keep watching carefully.,11,0
learningJourneyReadingCompletionBullet1,Take your new reading confidence into meaning.,11,0
learningJourneyReadingCompletionBullet2,Keep reviewing the marks that still feel weak.,11,0
learningJourneyReadingCompletionBullet3,Use Qur’an and salah journeys as the next layer.,11,0
learningJourneyReadingCompletionIntro,"You have moved from letters to marks, pauses, doubled sounds, and joined forms. Now those skills need to connect to living recitation.",11,0
learningJourneyReadingCompletionReflection,Which reading skill now feels strong enough to carry into actual recitation understanding?,11,0
learningJourneyReadingCompletionSection1Body,Reading marks and joined letters are no longer abstract. You now have the beginning of reading confidence and know where your weak spots still are.,11,0
learningJourneyReadingCompletionSection1Title,What this journey built,11,0
learningJourneyReadingCompletionSection2Body,The natural next step is familiar recitation meaning: understanding what you recite in prayer and Qur’an through the reading confidence you have started to build.,11,0
learningJourneyReadingCompletionSection2Title,Where to go next,11,0
learningJourneyReadingCompletionTakeaway1,"Reading basics is a real bridge, not a side path.",11,0
learningJourneyReadingCompletionTakeaway2,Weak spots can still travel forward with review.,11,0
learningJourneyReadingCompletionTakeaway3,Meaning becomes easier when reading feels less fragile.,11,0
learningJourneyReadingDammahBullet1,Compare it with the other short vowels.,11,0
learningJourneyReadingDammahBullet2,Read slowly enough to hear the rounding.,11,0
learningJourneyReadingDammahBullet3,Repeat until the sound feels distinct.,11,0
learningJourneyReadingDammahLessonIntro,Dammah gives a short u sound and teaches the reader to stay calm with rounded pronunciation.,11,0
learningJourneyReadingDammahReflection,Which short vowel still feels easiest to mix up with another one?,11,0
learningJourneyReadingDammahSection1Body,The sound rounds differently from fathah and kasrah. Noticing that difference helps you stop treating all marks as the same.,11,0
learningJourneyReadingDammahSection1Title,What the mark changes,11,0
learningJourneyReadingDammahSection2Body,Alternate between a few examples of the three short vowels so your ear and tongue learn to separate them clearly.,11,0
learningJourneyReadingDammahSection2Title,Practice suggestion,11,0
learningJourneyReadingDammahTakeaway1,Each vowel mark deserves its own attention.,11,0
learningJourneyReadingDammahTakeaway2,Comparison helps memory.,11,0
learningJourneyReadingDammahTakeaway3,Rounded reading still needs calm precision.,11,0
learningJourneyReadingKasrahBullet1,Notice the mark before saying the sound.,11,0
learningJourneyReadingKasrahBullet2,Use short repeated examples.,11,0
learningJourneyReadingKasrahBullet3,Do not rush from recognition into speed.,11,0
learningJourneyReadingKasrahLessonIntro,Kasrah gives a short i sound. This small mark changes the feel of a letter and is one of the first keys to real reading.,11,0
learningJourneyReadingKasrahReflection,Does kasrah feel different from fathah in your mouth and attention yet?,11,0
learningJourneyReadingKasrahSection1Body,Look beneath the letter and let your eye catch the mark before your tongue moves. That pause helps prevent guessing.,11,0
learningJourneyReadingKasrahSection1Title,What to watch for,11,0
learningJourneyReadingKasrahSection2Body,"Read short examples with one letter at a time, then repeat two or three examples until the pattern begins to feel natural.",11,0
learningJourneyReadingKasrahSection2Title,Practice suggestion,11,0
learningJourneyReadingKasrahTakeaway1,Kasrah trains careful seeing.,11,0
learningJourneyReadingKasrahTakeaway2,Short repetition stabilizes the sound.,11,0
learningJourneyReadingKasrahTakeaway3,Accuracy now makes later reading smoother.,11,0
learningJourneyReadingShaddahBullet1,Slow down at the doubled letter.,11,0
learningJourneyReadingShaddahBullet2,Use short words before longer lines.,11,0
learningJourneyReadingShaddahBullet3,Listen for the difference between one sound and two.,11,0
learningJourneyReadingShaddahLessonIntro,Shaddah shows a doubled sound. It asks you to slow down enough to hear and pronounce the letter with more care.,11,0
learningJourneyReadingShaddahReflection,Does slowing down at a doubled letter make reading feel calmer or heavier for you right now?,11,0
learningJourneyReadingShaddahSection1Body,A doubled letter changes how a word sounds. Missing it can flatten the word and make recitation less precise.,11,0
learningJourneyReadingShaddahSection1Title,Why shaddah matters,11,0
learningJourneyReadingShaddahSection2Body,"Use short words and exaggerate the doubled sound slightly at first. Once the pattern is clear, soften into normal reading.",11,0
learningJourneyReadingShaddahSection2Title,Practice suggestion,11,0
learningJourneyReadingShaddahTakeaway1,Shaddah rewards slower reading.,11,0
