key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyShortSurahContextTitle,Simple context,11,0
learningJourneyShortSurahFalaqContext,"This surah was revealed as part of the Mu‘awwidhatayn, the two surahs of seeking refuge, and is often recited for protection.",11,0
learningJourneyShortSurahFalaqTakeaway2,The surah names real harms without producing fearfulness.,11,0
learningJourneyShortSurahFalaqTakeaway3,"Seeking refuge is an act of trust, not weakness.",11,0
learningJourneyShortSurahIkhlasTakeaway3,Its short length hides very deep meaning.,11,0
learningJourneyShortSurahKafirunIntro,Surah Al-Kafirun is a short surah of clarity in worship and respectful firmness in faith.,11,0
learningJourneyShortSurahKafirunReflection,Where do you most need clearer boundaries in worship or values?,11,0
learningJourneyShortSurahKafirunTakeaway1,The surah teaches clarity without aggression.,11,0
learningJourneyShortSurahKafirunTakeaway3,Respectful firmness is part of faith.,11,0
learningJourneyShortSurahKafirunThemes,Its key theme is clarity in worship. It teaches that worship cannot be mixed with compromise when it comes to who is truly worshipped.,11,0
learningJourneyShortSurahKawtharTakeaway2,Gratitude should turn into worship.,11,0
learningJourneyShortSurahKawtharTakeaway3,A short surah can hold deep comfort and strength.,11,0
learningJourneyShortSurahNasContext,"Like Al-Falaq, this surah is part of the two refuge surahs and is recited regularly for protection and spiritual steadiness.",11,0
learningJourneyShortSurahNasTakeaway1,The heart needs protection as much as the body.,11,0
learningJourneyShortSurahNasTakeaway3,This surah teaches vigilance without panic.,11,0
learningJourneyShortSurahNasThemes,"Its key theme is protection from inner whispering, hidden harm, and the subtle influences that confuse the heart.",11,0
learningJourneyShortSurahThemesTitle,Key themes and takeaway,11,0
learningJourneyShortSurahsDescription,"Use short surahs as an early bridge between recitation, prayer, context, and practical meaning.",11,0
learningJourneyShortSurahsOutcome1,Learn the short surahs used often in prayer with context,11,0
learningJourneyShortSurahsOutcome2,Notice key themes and simple takeaways from each surah,11,0
learningJourneyShortSurahsOutcome3,Connect memorized recitation to practical reflection,11,0
learningJourneyShortSurahsSubtitle,Build familiarity with the short surahs used often in prayer.,11,0
learningJourneyShortSurahsTitle,Short Surahs Journey,11,0
learningJourneyShortSurahsWhyThisMatters,"Short surahs are the easiest place to connect memorization, recitation, and meaning.",11,0
learningJourneyStageAlphabetCompletionSummary,Finish the alphabet journey by reviewing what is stable and moving into reading marks with confidence.,11,0
learningJourneyStageAlphabetCompletionTitle,Ready for reading basics,11,0
learningJourneyStageAlphabetOpenSummary,Start with calm letter groups so recognition feels manageable from the first session.,11,0
learningJourneyStageAlphabetOpenTitle,Meet the letters,11,0
learningJourneyStageAlphabetRepeatSummary,Use repetition and listening to make letter sounds steadier and easier to recall.,11,0
learningJourneyStageAlphabetRepeatTitle,Repeat and hear the sounds,11,0
learningJourneyStageAlphabetReviewSummary,Use short review loops so the alphabet stays stable before you move into harakat and words.,11,0
learningJourneyStageAlphabetReviewTitle,Review and prepare for reading,11,0
learningJourneyStageDailyRoutinesCompletionSummary,Review your rhythm and choose the next journey that will deepen what you are already practicing.,11,0
learningJourneyStageDailyRoutinesCompletionTitle,Carry your routine forward,11,0
learningJourneyStageDailyRoutinesEveningResetSummary,"Use evening dhikr, duas, and reflection to close the day with calm rather than drift.",11,0
learningJourneyStageDailyRoutinesEveningResetTitle,End the day with a reset,11,0
learningJourneyStageDailyRoutinesHabitBuildingSummary,"Learn how to stay consistent through small actions, gentle review, and patience with yourself.",11,0
learningJourneyStageDailyRoutinesHabitBuildingTitle,Build habits that last,11,0
learningJourneyStageDailyRoutinesPrayerAnchorSummary,Use prayer times as the stable structure that keeps the rest of your routine from drifting.,11,0
learningJourneyStageDailyRoutinesPrayerAnchorTitle,Let salah anchor the day,11,0
learningJourneyStageDailyRoutinesQuranAnchorSummary,"Choose a manageable way to read, listen, or reflect on the Qur''an every day without pressure.",11,0
learningJourneyStageDailyRoutinesQuranAnchorTitle,Keep a small Qur''an rhythm,11,0
learningJourneyStageDailyRoutinesStartDaySummary,"Build a gentle opening rhythm that begins with intention, remembrance, and a realistic first step.",11,0
learningJourneyStageDailyRoutinesStartDayTitle,Start your day with intention,11,0
learningJourneyStageFaithCompletionSummary,Gather the core beliefs together and decide what to study next.,11,0
learningJourneyStageFaithCompletionTitle,Completion Reflection,11,0
learningJourneyStageFatihahCompletionSummary,Gather the themes of Al-Fatihah and choose how to remember them when you stand in prayer.,11,0
learningJourneyStageFatihahCompletionTitle,Carry Al-Fatihah into salah,11,0
learningJourneyStageFatihahReadTitle,Verses 1-2: Praise and Lordship,11,0
learningJourneyStageFatihahRecitationSummary,"See how mercy, accountability, and exclusive worship sit at the center of Al-Fatihah.",11,0
learningJourneyStageFatihahRecitationTitle,"Verses 3-5: Mercy, judgment, and worship",11,0
learningJourneyStageFatihahReflectionTitle,Verses 6-7: Guidance and the straight path,11,0
learningJourneyStageHadithEssentialCollectionSummary,"Begin with a simple frame for how hadith guides worship, character, and daily life.",11,0
learningJourneyStageHadithEssentialCollectionTitle,Why hadith matters,11,0
learningJourneyStageHadithReviewSummary,Use review as reinforcement and connect what you read to character and daily wisdom.,11,0
learningJourneyStageHadithReviewTitle,Review and live the lesson,11,0
learningJourneyStageHadithThemesSummary,Learn how to begin with essential collections and then browse themes without overload.,11,0
